car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine_in_cc,Seats,manufacture,company_name
Fortuner 2.8 4WD AT BSIV,3200000,94000,Diesel,Automatic,1st Owner,796,7,2018,Toyota
E-Class Exclusive E 220d,7475000,13000,Diesel,Automatic,1st Owner,1956,5,2021,Mercedes-Benz
Ertiga ZXI Plus,946000,29267,Petrol,Manual,1st Owner,2179,5,2019,Maruti
Swift Dzire AMT VXI,716000,9695,Petrol,Automatic,1st Owner,1199,5,2019,Maruti
Corolla Altis G MT,883000,49470,Petrol,Manual,1st Owner,1956,5,2016,Toyota
Vento 1.2 TSI Highline AT,731000,27334,Petrol,Automatic,1st Owner,1186,5,2016,Volkswagen
Alto 800 LXI,268000,35275,Petrol,Manual,1st Owner,1497,5,2016,Maruti
Compass 2.0 Limited Plus AT,2213000,32365,Diesel,Automatic,1st Owner,1497,5,2020,Jeep
Hexa XT,1021000,57366,Diesel,Manual,1st Owner,1199,5,2017,Tata
Altroz XZ,730000,30972,Petrol,Manual,1st Owner,1956,7,2020,Tata
Compass 2.0 Sport,1178000,63641,Diesel,Manual,2nd Owner,1248,7,2018,Jeep
Grand i10 1.2 CRDi Sportz,520000,36171,Diesel,Manual,1st Owner,2179,6,2018,Hyundai
City i-VTEC CVT ZX,950000,33851,Petrol,Automatic,1st Owner,1373,5,2017,Honda
City i VTEC V,608000,73414,Petrol,Manual,1st Owner,1198,5,2015,Honda
Tiago 1.2 Revotron XZ,431000,65938,Petrol,Manual,1st Owner,796,5,2017,Tata
Hector Sharp Diesel MT,1730000,27122,Diesel,Manual,1st Owner,1461,7,2020,MG
Baleno 1.3 Zeta,555000,73994,Diesel,Manual,2nd Owner,1497,5,2017,Maruti
Safari Storme VX Varicor 400,769000,65779,Diesel,Manual,1st Owner,1493,5,2016,Tata
Ertiga BSIV ZXI,786000,51239,Petrol,Manual,1st Owner,1396,5,2018,Maruti
KUV 100 mFALCON G80 K4,366000,70222,Petrol,Manual,1st Owner,1086,5,2017,Mahindra
Alto 800 VXI,412000,3415,Petrol,Manual,1st Owner,1086,7,2021,Maruti
Terrano XL Plus 85 PS,420000,110000,Diesel,Manual,1st Owner,1199,5,2014,Nissan
City 1.5 S AT,200000,80000,Petrol,Automatic,3rd Owner,2179,5,2008,Honda
Bolero Power Plus ZLX,600000,150000,Diesel,Manual,1st Owner,1199,5,2017,Mahindra
i20 Asta 1.4 CRDi,540000,97000,Diesel,Manual,2nd Owner,1248,5,2015,Hyundai
i10 Era,225000,80000,Petrol,Manual,3rd Owner,2967,7,2009,Hyundai
i10 Era,180000,25000,Petrol,Manual,1st Owner,1197,5,2011,Hyundai
Polo Diesel Highline 1.2L,270000,60000,Diesel,Manual,2nd Owner,2494,4,2012,Volkswagen
New Safari Dicor EX 4X2 BS IV,325000,80000,Diesel,Manual,1st Owner,1396,5,2013,Tata
Beat LS,195000,100000,Petrol,Manual,2nd Owner,796,5,2017,Chevrolet
Swift Dzire VDI Optional,460000,30000,Diesel,Manual,1st Owner,2993,5,2015,Maruti
Cayenne Diesel,2200000,120000,Diesel,Automatic,2nd Owner,1248,5,2011,Porsche
Swift VXI,210000,110000,Petrol,Manual,4th Owner,1197,5,2011,Maruti
Innova 2.5 VX (Diesel) 7 Seater,550000,120000,Diesel,Manual,3rd Owner,1461,5,2013,Toyota
Indica eV2 LS,113000,110000,Diesel,Manual,1st Owner,998,4,2016,Tata
800 Std,35000,80000,Petrol,Manual,2nd Owner,1997,5,1999,Maruti
X5 xDrive 30d Design Pure Experience 5 Seater,2000000,150000,Diesel,Automatic,1st Owner,1997,5,2014,BMW
Swift Dzire VDI,560000,80000,Diesel,Manual,3rd Owner,1248,5,2016,Maruti
Xcent 1.2 VTVT E,394000,10000,Petrol,Manual,1st Owner,1582,5,2019,Hyundai
Duster 110PS Diesel RxL,400000,120000,Diesel,Manual,1st Owner,1197,5,2015,Renault
Wagon R VXI,560000,5000,Petrol,Manual,1st Owner,1248,5,2022,Maruti
5 Series 520i,900000,90000,Petrol,Automatic,2nd Owner,1086,5,2012,BMW
Thar LX 4-Str Hard Top AT,1375000,20000,Petrol,Automatic,1st Owner,1462,5,2020,Mahindra
Swift VDI BSIV W ABS,235000,100000,Diesel,Manual,3rd Owner,1086,7,2010,Maruti
Verna 1.6 SX,365000,120000,Diesel,Manual,1st Owner,2179,5,2013,Hyundai
City 1.5 GXI,130000,90000,Petrol,Manual,4th Owner,1193,5,2005,Honda
Swift VXI,550000,50000,Petrol,Manual,1st Owner,1497,5,2017,Maruti
Ritz VDi,300000,90000,Diesel,Manual,2nd Owner,1998,5,2014,Maruti
Santro Magna,400000,3700,Petrol,Manual,1st Owner,1582,5,2021,Hyundai
Ciaz Zeta,900000,15000,Petrol,Manual,1st Owner,1197,5,2020,Maruti
Santro Era,425000,20000,Petrol,Manual,1st Owner,1798,5,2019,Hyundai
XUV500 W8 FWD,630000,120000,Diesel,Manual,1st Owner,1248,5,2013,Mahindra
Zest Revotron 1.2T XM,340000,60000,Petrol,Manual,1st Owner,1399,7,2016,Tata
City 1.5 S MT,255000,60000,Petrol,Manual,3rd Owner,2982,7,2011,Honda
Cruze LTZ,480000,40000,Diesel,Manual,2nd Owner,2179,5,2016,Chevrolet
Verna 1.6 CRDI,290000,110000,Diesel,Manual,3rd Owner,998,5,2011,Hyundai
i10 Sportz,210000,70000,Petrol,Manual,4th Owner,1298,5,2011,Hyundai
Superb 1.8 TSI MT,300000,110000,Petrol,Manual,1st Owner,796,5,2011,Skoda
Swift VDI BSIV,190000,70000,Diesel,Manual,2nd Owner,1497,5,2010,Maruti
Figo Diesel EXI,100000,80000,Diesel,Manual,2nd Owner,1896,7,2011,Ford
Fortuner 4x2 Manual,1270000,110000,Diesel,Manual,3rd Owner,2179,5,2015,Toyota
XUV500 W8 AWD,700000,60000,Diesel,Manual,1st Owner,1498,7,2013,Mahindra
Alto K10 VXI,285000,70000,Petrol,Manual,1st Owner,1956,5,2016,Maruti
Esteem Vxi,80000,120000,Petrol,Manual,2nd Owner,1591,5,2007,Maruti
Alto LX,98900,15000,Petrol,Manual,1st Owner,1461,5,2005,Maruti
City 1.5 S Inspire,213000,110000,Petrol,Manual,2nd Owner,796,7,2009,Honda
New Laura Ambiente 1.9 PD,150000,120000,Diesel,Manual,2nd Owner,2179,5,2007,Skoda
Hexa XTA,1080000,80000,Diesel,Automatic,2nd Owner,1198,5,2018,Tata
Ameo 1.5 TDI Highline Plus 16,535000,50000,Diesel,Manual,2nd Owner,1498,2,2018,Volkswagen
New Safari XZ Plus,2065000,35000,Diesel,Manual,1st Owner,2523,5,2021,Tata
Verna VTVT 1.6 SX Option,875000,60000,Petrol,Manual,1st Owner,796,5,2019,Hyundai
Micra Diesel XV,266000,110000,Diesel,Manual,2nd Owner,2499,5,2013,Nissan
Alto LX,125000,135000,Petrol,Manual,4th Owner,1248,7,2009,Maruti
XUV500 W8 FWD,525000,90000,Diesel,Manual,2nd Owner,2523,5,2013,Mahindra
Brio S MT,270000,67000,Petrol,Manual,2nd Owner,1298,5,2013,Honda
Amaze EX i-Dtech,250000,90000,Diesel,Manual,3rd Owner,1396,5,2014,Honda
Bolero Pik Up Extra Long CBC 1.7T,690000,300000,Diesel,Manual,1st Owner,1197,5,2019,Mahindra
Alto LXi BSIII,135000,50000,Petrol,Manual,2nd Owner,1995,5,2008,Maruti
D-Max S CAB,776000,5000,Diesel,Manual,1st Owner,1461,5,2022,Isuzu
Swift Dzire VDI,425000,100000,Diesel,Manual,2nd Owner,1198,5,2014,Maruti
Bolero SLE,300000,110000,Diesel,Manual,3rd Owner,998,5,2011,Mahindra
Swift Dzire VXi,160000,80000,Petrol,Manual,2nd Owner,1498,5,2009,Maruti
Creta 1.4 CRDi Base,800000,78000,Diesel,Manual,1st Owner,1396,5,2017,Hyundai
Swift VXi BSIV,120000,90000,Petrol,Manual,3rd Owner,1586,5,2008,Maruti
3 Series 320d,375000,100000,Diesel,Automatic,3rd Owner,998,5,2007,BMW
Verito Vibe 1.5 dCi D6,200000,136000,Diesel,Manual,2nd Owner,1968,5,2013,Mahindra
CR-V MT With Sun Roof,650000,136000,Petrol,Manual,3rd Owner,999,5,2012,Honda
Alto K10 VXI,325000,40000,Petrol,Manual,1st Owner,1493,5,2018,Maruti
Polo 1.5 TDI Highline,365000,110000,Diesel,Manual,1st Owner,1197,5,2015,Volkswagen
i20 Sportz 1.4 CRDi,310000,70000,Diesel,Manual,3rd Owner,999,5,2014,Hyundai
SX4 Zxi with Leather BSIII,120000,90000,Petrol,Manual,2nd Owner,1061,5,2007,Maruti
Celerio VXI,335000,60000,Petrol,Manual,1st Owner,1995,5,2016,Maruti
Q3 35 TDI Quattro Premium Plus,1250000,40000,Diesel,Automatic,4th Owner,998,5,2014,Audi
Santro GLS I - Euro II,65000,147000,Petrol,Manual,1st Owner,1248,5,2000,Hyundai
Creta SX Opt Knight Diesel AT DT,2000000,20000,Diesel,Automatic,1st Owner,999,5,2021,Hyundai
Baleno Zeta,710000,20000,Petrol,Manual,1st Owner,1197,5,2021,Maruti
KWID 1.0 RXT,270000,35000,Petrol,Manual,1st Owner,1956,5,2017,Renault
Wagon R LXI BSIII,95000,60000,Petrol,Manual,1st Owner,1197,5,2005,Maruti
X1 sDrive 18i,800000,100000,Petrol,Automatic,2nd Owner,1197,5,2011,BMW
Alto K10 VXI AMT,350000,25000,Petrol,Automatic,2nd Owner,1248,5,2017,Maruti
Swift VDI BSIV,240000,60000,Diesel,Manual,1st Owner,1968,5,2015,Maruti
KWID 1.0 RXT Optional AT 2016-2019,309000,45095,Petrol,Automatic,1st Owner,1248,5,2017,Renault
Etios Liva G,204000,30056,Petrol,Manual,2nd Owner,814,7,2011,Toyota
Harrier XT,1542000,32638,Diesel,Manual,1st Owner,2967,5,2021,Tata
Ignis Sigma,489000,21513,Petrol,Manual,1st Owner,1798,7,2020,Maruti
Swift Dzire VXI,387000,55325,Petrol,Manual,1st Owner,2179,5,2015,Maruti
Swift Dzire LDi,148000,163043,Diesel,Manual,3rd Owner,1248,5,2009,Maruti
A4 2.0 TDI,760000,117180,Diesel,Automatic,3rd Owner,1956,7,2011,Audi
Swift VDI BSIV,301000,156932,Diesel,Manual,3rd Owner,2494,5,2014,Maruti
EON Magna Plus,184000,28508,Petrol,Manual,1st Owner,1373,5,2013,Hyundai
Q7 3.0 TDI Quattro Premium Plus,1102000,86594,Diesel,Automatic,3rd Owner,1197,5,2009,Audi
Superb Elegance 1.8 TSI,511000,61090,Petrol,Manual,2nd Owner,1497,5,2011,Skoda
Scorpio SLE 7S BSIII,370000,295392,Diesel,Manual,1st Owner,1197,5,2011,Mahindra
Swift LDI,250000,84132,Diesel,Manual,1st Owner,1582,7,2012,Maruti
Compass 2.0 Limited Option 4X4,1125000,99695,Diesel,Manual,1st Owner,2393,5,2017,Jeep
Innova 2.5 ZX Diesel 7 Seater,751000,98234,Diesel,Manual,1st Owner,1461,7,2014,Toyota
Ciaz VXi Plus,524000,86523,Petrol,Manual,1st Owner,1462,5,2016,Maruti
i10 Sportz,227000,76974,Petrol,Manual,2nd Owner,1498,7,2012,Hyundai
City 1.5 S MT,213000,112308,Petrol,Manual,3rd Owner,2199,5,2008,Honda
Swift Dzire VXI,292000,42278,Petrol,Manual,1st Owner,1451,5,2012,Maruti
Creta 1.6 CRDi SX,829000,65308,Diesel,Manual,1st Owner,1248,7,2016,Hyundai
Innova Crysta 2.4 ZX MT BSIV,1499000,83519,Diesel,Manual,1st Owner,2499,7,2016,Toyota
Duster 110PS Diesel RxZ,352000,133159,Diesel,Manual,1st Owner,1997,5,2013,Renault
Ertiga CNG VXI,906000,55481,Cng,Manual,1st Owner,998,7,2020,Maruti
Astor Super CVT,1227000,7046,Petrol,Automatic,1st Owner,1493,5,2021,MG
Carnival Prestige,2821000,9762,Diesel,Automatic,1st Owner,1248,5,2021,Kia
Hector Sharp DCT,1835000,12144,Petrol,Automatic,1st Owner,1248,5,2021,MG
SX4 S Cross Zeta DDiS 200 SH,686000,117585,Diesel,Manual,1st Owner,1120,5,2017,Maruti
Endeavour 2.5L 4X2 MT,646000,205129,Diesel,Manual,1st Owner,1193,5,2014,Ford
Scorpio 1.99 S10,847000,53076,Diesel,Manual,2nd Owner,1498,5,2016,Mahindra
Celerio VXI CNG BSIV,428000,84346,Cng,Manual,1st Owner,1968,5,2018,Maruti
TUV 300 T8,501000,97865,Diesel,Manual,1st Owner,814,5,2015,Mahindra
Swift VDI BSIV,207000,89807,Diesel,Manual,1st Owner,1396,7,2010,Maruti
Swift Dzire VDI,327000,99121,Diesel,Manual,3rd Owner,2199,5,2014,Maruti
Grand i10 CRDi Magna,360000,97497,Diesel,Manual,1st Owner,1498,5,2016,Hyundai
Indigo GLX BS III,90316,48863,Petrol,Manual,1st Owner,1364,5,2010,Tata
City i DTEC E,428000,133384,Diesel,Manual,1st Owner,1582,5,2014,Honda
A6 35 TDI Technology,1059000,94235,Diesel,Automatic,3rd Owner,1248,5,2012,Audi
EON Magna Plus,246000,26995,Petrol,Manual,1st Owner,1461,5,2015,Hyundai
i20 Asta 1.4 CRDi,493000,93763,Diesel,Manual,1st Owner,998,5,2015,Hyundai
Santa Fe 4WD AT,938000,133491,Diesel,Automatic,3rd Owner,1197,5,2015,Hyundai
Polo 1.5 TDI Highline,374000,73323,Diesel,Manual,3rd Owner,799,5,2015,Volkswagen
Etios Liva GD,387000,141059,Diesel,Manual,2nd Owner,1498,5,2015,Toyota
Verna 1.6 CRDi EX MT,289000,178989,Diesel,Manual,1st Owner,1998,5,2011,Hyundai
Swift Dzire VDI,368000,129195,Diesel,Manual,1st Owner,1968,5,2013,Maruti
Duster 85PS Diesel RxL,316000,73331,Diesel,Manual,2nd Owner,1248,5,2013,Renault
Celerio VXI,249000,75088,Petrol,Manual,1st Owner,998,5,2014,Maruti
Grand i10 Magna,323000,60609,Petrol,Manual,1st Owner,1995,5,2015,Hyundai
KWID RXE,219000,48448,Petrol,Manual,1st Owner,998,5,2015,Renault
Ecosport 1.5 DV5 MT Titanium Optional,533000,112525,Diesel,Manual,1st Owner,1956,7,2015,Ford
Cruze LT,266000,97095,Diesel,Manual,3rd Owner,2179,5,2012,Chevrolet
A4 2.0 TDI,803000,114450,Diesel,Automatic,3rd Owner,998,5,2013,Audi
Swift VDI BSIV,162000,177180,Diesel,Manual,3rd Owner,1497,5,2010,Maruti
Wagon R LXI CNG,259000,122702,Cng,Manual,1st Owner,1248,5,2016,Maruti
3 Series 320d,519000,145228,Diesel,Automatic,1st Owner,2993,5,2010,BMW
Alto K10 2010-2014 VXI,144000,11026,Petrol,Manual,1st Owner,796,5,2011,Maruti
Hector Sharp Diesel MT,1889000,5216,Diesel,Manual,1st Owner,1586,5,2022,MG
Sumo MKII GX BS IV,278000,39732,Diesel,Manual,1st Owner,1248,5,2011,Tata
Alto K10 VXI,361000,26360,Petrol,Manual,1st Owner,1462,7,2019,Maruti
City V MT AVN,725000,55360,Petrol,Manual,1st Owner,2179,5,2017,Honda
Swift Dzire LDI,297000,101417,Diesel,Manual,2nd Owner,1968,5,2015,Maruti
7 Series 730Ld,1297000,104033,Diesel,Automatic,3rd Owner,1498,5,2010,BMW
Alto LX,111000,73411,Petrol,Manual,3rd Owner,1199,5,2011,Maruti
SX4 Zxi BSIII,210000,19844,Petrol,Manual,1st Owner,1498,5,2008,Maruti
Swift VDI,330000,107497,Diesel,Manual,1st Owner,1995,5,2012,Maruti
Ciaz Delta BSIV,626000,86272,Petrol,Manual,1st Owner,1582,5,2018,Maruti
Hexa XT,886000,82455,Diesel,Manual,2nd Owner,2143,5,2017,Tata
Q3 35 TDI Quattro Premium Plus,2548000,40996,Diesel,Automatic,1st Owner,1462,5,2019,Audi
Amaze SX i-DTEC,356000,182628,Diesel,Manual,1st Owner,1197,5,2016,Honda
Polo Diesel Comfortline 1.2L,192000,80615,Diesel,Manual,4th Owner,1197,5,2011,Volkswagen
City i DTEC VX,529000,119391,Diesel,Manual,1st Owner,1497,7,2015,Honda
3 Series 320d Sport Line,993000,169917,Diesel,Automatic,3rd Owner,2494,5,2012,BMW
Verna CRDi 1.6 AT SX Option,1195000,28235,Diesel,Automatic,2nd Owner,796,5,2020,Hyundai
C-Class 220 CDI AT,1136000,86063,Diesel,Automatic,1st Owner,1498,7,2014,Mercedes-Benz
Urban cruiser Premium AT,1072000,9711,Petrol,Automatic,1st Owner,2393,5,2021,Toyota
Swift VXI,362000,108590,Petrol,Manual,1st Owner,1197,5,2015,Maruti
Grand i10 1.2 Kappa Sportz BSIV,466000,51777,Petrol,Manual,1st Owner,1197,5,2018,Hyundai
Nexon XM Diesel S,981000,19909,Diesel,Manual,1st Owner,1198,5,2021,Tata
Innova 2.5 GX (Diesel) 7 Seater BS IV,631000,119363,Diesel,Manual,2nd Owner,1197,5,2014,Toyota
Alto 800 LXI CNG,255000,46001,Cng,Manual,1st Owner,999,5,2020,Maruti
City ZX CVT,1443000,2710,Petrol,Automatic,1st Owner,1461,5,2022,Honda
Innova Crysta 2.4 VX MT BSIV,1913000,46471,Diesel,Manual,2nd Owner,1086,5,2020,Toyota
Swift Dzire AMT ZXI Plus,641000,45893,Petrol,Automatic,1st Owner,1399,5,2020,Maruti
Baleno 1.2 Delta,476000,78178,Petrol,Manual,1st Owner,814,7,2017,Maruti
Amaze E i-Vtech,345000,89419,Petrol,Manual,2nd Owner,2179,7,2015,Honda
Grand i10 Sportz,393000,31750,Petrol,Manual,1st Owner,2179,5,2016,Hyundai
Taigun 1.0 TSI Highline AT,1351000,5527,Petrol,Automatic,1st Owner,1197,5,2021,Volkswagen
Duster 85PS Diesel RxL,510000,101376,Diesel,Manual,1st Owner,1248,5,2016,Renault
i10 Era 1.1,103000,102437,Petrol,Manual,2nd Owner,1199,5,2008,Hyundai
Fiesta 1.4 SXi TDCi,141000,153367,Diesel,Manual,2nd Owner,1498,5,2008,Ford
EON Magna Plus,220000,92419,Petrol,Manual,2nd Owner,998,5,2015,Hyundai
XUV500 W6 2WD,463000,93764,Diesel,Manual,2nd Owner,1498,5,2013,Mahindra
XUV500 W10 AWD,808000,61137,Diesel,Manual,2nd Owner,1396,5,2015,Mahindra
Baleno 1.2 Delta,482000,21109,Petrol,Manual,1st Owner,1498,5,2017,Maruti
Swift Dzire VDI,314000,194803,Diesel,Manual,1st Owner,1497,4,2012,Maruti
Tiago 1.2 Revotron XM,334000,28392,Petrol,Manual,1st Owner,2184,5,2016,Tata
Figo 1.5D Trend MT,436000,65892,Diesel,Manual,1st Owner,998,5,2018,Ford
Alto K10 VXI,354000,13365,Petrol,Manual,1st Owner,1396,5,2019,Maruti
City i-DTEC VX,760000,210870,Diesel,Manual,1st Owner,1193,5,2017,Honda
i20 1.4 Sportz,611000,80294,Diesel,Manual,1st Owner,1497,5,2018,Hyundai
Ecosport 1.5 TDCi Titanium Plus BSIV,476000,182108,Diesel,Manual,1st Owner,1451,5,2015,Ford
Seltos HTK G,1104000,12721,Petrol,Manual,1st Owner,1396,5,2020,Kia
Thar LX 4-Str Hard Top Diesel,1413000,4486,Diesel,Manual,1st Owner,1498,5,2022,Mahindra
Venue SX Plus Turbo DCT BSIV,1073000,29707,Petrol,Automatic,1st Owner,1197,5,2020,Hyundai
i20 Active 1.4 S,527000,47387,Diesel,Manual,3rd Owner,1197,8,2016,Hyundai
Zest Revotron 1.2 XT,236000,112613,Petrol,Manual,1st Owner,2393,6,2014,Tata
City i VTEC V,644000,55802,Petrol,Manual,1st Owner,1956,5,2017,Honda
Hector Sharp CVT,1777000,11081,Petrol,Automatic,1st Owner,1995,5,2021,MG
i20 1.4 Sportz,587000,82177,Diesel,Manual,1st Owner,1461,5,2018,Hyundai
City i DTEC SV,423000,66357,Diesel,Manual,3rd Owner,1461,5,2014,Honda
i20 Magna,186000,60228,Petrol,Manual,1st Owner,998,5,2010,Hyundai
Xcent 1.2 Kappa AT SX Option,358000,89337,Petrol,Automatic,1st Owner,1495,6,2015,Hyundai
Innova Crysta 2.4 GX 8 STR,1930000,20713,Diesel,Manual,1st Owner,1198,7,2021,Toyota
Hector Plus Sharp Diesel MT,1227000,49268,Diesel,Manual,1st Owner,2982,7,2020,MG
X1 sDrive20d,883000,128428,Diesel,Automatic,2nd Owner,2982,5,2013,BMW
Terrano XV 110 PS,441000,133451,Diesel,Manual,1st Owner,1197,5,2015,Nissan
Pulse RxL,165000,104419,Diesel,Manual,2nd Owner,2198,5,2012,Renault
Zen Estilo VXI BSIV,167000,67301,Petrol,Manual,1st Owner,796,5,2011,Maruti
Accent GLE,115000,100636,Petrol,Manual,2nd Owner,998,7,2008,Hyundai
KUV 100 mFALCON G80 K6 Plus,338000,38934,Petrol,Manual,1st Owner,1462,5,2016,Mahindra
Fortuner 4x2 4 Speed AT,1157000,91653,Diesel,Automatic,2nd Owner,1497,5,2013,Toyota
Fortuner 4x4 MT,1039000,151441,Diesel,Manual,3rd Owner,1197,5,2013,Toyota
Baleno 1.2 Zeta,599000,52045,Petrol,Manual,1st Owner,1364,5,2019,Maruti
XUV700 MX Diesel,1246000,4248,Diesel,Manual,1st Owner,1498,5,2022,Mahindra
Alto LXi,106000,147432,Petrol,Manual,2nd Owner,1498,5,2010,Maruti
Alto K10 VXI AGS Optional,312000,28244,Petrol,Automatic,2nd Owner,1497,5,2017,Maruti
Ertiga VXI,786000,44458,Petrol,Manual,1st Owner,1197,5,2019,Maruti
City 1.5 S MT,252000,71456,Petrol,Manual,1st Owner,1120,5,2009,Honda
Grand i10 Sportz,324000,38765,Petrol,Manual,1st Owner,1199,5,2015,Hyundai
Etios GD,286000,135571,Diesel,Manual,2nd Owner,1493,5,2012,Toyota
Amaze E i-Dtech,369000,113005,Diesel,Manual,2nd Owner,1199,5,2015,Honda
City i DTEC VX,500000,155769,Diesel,Manual,1st Owner,999,5,2014,Honda
Seltos HTX G,1295000,8062,Petrol,Manual,1st Owner,1956,7,2020,Kia
Aura SX,677000,6071,Petrol,Manual,1st Owner,2755,5,2022,Hyundai
Grand i10 CRDi Asta,389000,65072,Diesel,Manual,1st Owner,1461,5,2014,Hyundai
Altroz XT,696000,29507,Petrol,Manual,1st Owner,999,5,2020,Tata
Verna CRDi SX,257000,372588,Diesel,Manual,2nd Owner,1451,5,2010,Hyundai
Jazz 1.2 VX i VTEC,495000,24959,Petrol,Manual,1st Owner,1591,6,2016,Honda
KWID 1.0 RXT Optional,324000,39265,Petrol,Manual,1st Owner,1451,7,2018,Renault
Harrier XT plus 2020-2022,1670000,21699,Diesel,Manual,1st Owner,2494,5,2021,Tata
Innova Crysta 2.8 GX AT BSIV,1482000,85911,Diesel,Automatic,1st Owner,2993,5,2018,Toyota
Verito 1.5 D4 BSIII,227000,117132,Diesel,Manual,1st Owner,1248,5,2012,Mahindra
KWID 1.0 RXT,256000,50455,Petrol,Manual,1st Owner,1061,5,2017,Renault
Hector Sharp AT BSIV,1599000,13471,Petrol,Automatic,1st Owner,1396,5,2021,MG
Creta 1.6 SX,948000,36104,Petrol,Manual,1st Owner,998,5,2018,Hyundai
Hector Plus Sharp Hybrid MT,1730000,7943,Petrol,Manual,1st Owner,1248,5,2021,MG
Innova 2.5 GX (Diesel) 7 Seater,757000,83474,Diesel,Manual,2nd Owner,1198,8,2014,Toyota
5 Series 525d Sedan,893000,84218,Diesel,Automatic,2nd Owner,2498,7,2010,BMW
Swift Dzire LDI,341000,91065,Diesel,Manual,2nd Owner,1248,7,2015,Maruti
Wagon R LXI Minor,94726,105323,Petrol,Manual,2nd Owner,2179,5,2008,Maruti
Creta 1.4 CRDi S,765000,164798,Diesel,Manual,1st Owner,936,5,2016,Hyundai
Celerio VXI CNG,429000,48660,Cng,Manual,1st Owner,1896,5,2020,Maruti
Ritz VDi,235000,154958,Diesel,Manual,1st Owner,1396,5,2012,Maruti
Amaze E i-VTEC,275000,95989,Petrol,Manual,3rd Owner,2400,5,2016,Honda
Xylo E8,204000,152308,Diesel,Manual,1st Owner,1086,5,2009,Mahindra
Ertiga VDI,414000,127831,Diesel,Manual,1st Owner,1956,5,2012,Maruti
XUV500 W8 FWD,525000,164428,Diesel,Manual,1st Owner,796,7,2013,Mahindra
Beat Diesel PS,279000,60205,Diesel,Manual,1st Owner,2982,5,2016,Chevrolet
New Laura L and K AT,245000,234805,Diesel,Automatic,1st Owner,1950,5,2008,Skoda
Indigo LX TDI BSIII,204000,223926,Diesel,Manual,2nd Owner,4367,7,2015,Tata
S 80 D5,820000,83694,Diesel,Automatic,3rd Owner,2998,5,2012,Volvo
Santro Xing XP,68373,102825,Petrol,Manual,1st Owner,1997,5,2003,Hyundai
Compass 2.0 Sport,1390000,42035,Diesel,Manual,1st Owner,1248,5,2019,Jeep
Alto 800 LXI CNG,383000,28350,Cng,Manual,1st Owner,1197,5,2020,Maruti
Fortuner 4x2 AT,1328000,105427,Diesel,Automatic,3rd Owner,796,5,2014,Toyota
GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,1968,5,2021,Mercedes-Benz
Rover Range Rover 4.4 Diesel LWB Autobiography,19000000,68500,Diesel,Automatic,1st Owner,1497,5,2019,Land
X7 xDrive 40i,11500000,39000,Petrol,Automatic,1st Owner,1061,5,2019,BMW
Rover Range Rover Sport 2.0 Petrol HSE,11400000,19500,Petrol,Automatic,1st Owner,1199,7,2020,Land
Swift VDI,425000,66000,Diesel,Manual,1st Owner,2184,5,2014,Maruti
i10 Magna,310000,23000,Petrol,Manual,1st Owner,2179,5,2015,Hyundai
Alto LXi,150000,65000,Petrol,Manual,2nd Owner,1198,5,2009,Maruti
Q3 35 TDI Quattro Premium Plus,1475000,76000,Diesel,Automatic,2nd Owner,1498,5,2016,Audi
Creta EX,1100000,20000,Petrol,Manual,1st Owner,1396,5,2020,Hyundai
Estilo LXI,125000,90000,Petrol,Manual,1st Owner,998,5,2009,Maruti
Tiago 1.2 Revotron XZ Plus,440000,25000,Petrol,Manual,1st Owner,1399,5,2019,Tata
X-Trail Comfort,170000,110000,Diesel,Manual,1st Owner,998,5,2006,Nissan
XUV500 W8 2WD,410000,110000,Diesel,Manual,3rd Owner,1396,5,2014,Mahindra
Nexon 1.2 Revotron XE,600000,60000,Petrol,Manual,1st Owner,1498,5,2020,Tata
City i-DTEC V,650000,110000,Diesel,Manual,2nd Owner,993,5,2017,Honda
i20 Sportz Option 1.4 CRDi,400000,100000,Diesel,Manual,1st Owner,1197,5,2015,Hyundai
Wagon R LXI CNG,300000,60000,Cng,Manual,1st Owner,1197,5,2014,Maruti
Figo Diesel Titanium,100000,70000,Diesel,Manual,3rd Owner,1956,5,2010,Ford
Wagon R LXI Avnace Edition,290000,80000,Petrol,Manual,1st Owner,1399,5,2015,Maruti
i20 1.4 CRDi Era,140000,100000,Diesel,Manual,4th Owner,1061,5,2011,Hyundai
Aspire 1.5 TDCi Trend,350000,127000,Diesel,Manual,1st Owner,796,5,2015,Ford
Zen LXi - BS III,75000,80000,Petrol,Manual,1st Owner,1794,5,2006,Maruti
Ignis 1.2 Delta BSIV,430000,50000,Petrol,Manual,1st Owner,1498,7,2018,Maruti
i20 1.2 Magna,160000,87000,Petrol,Manual,2nd Owner,1199,5,2010,Hyundai
Harrier XT BSIV,1200000,80000,Diesel,Manual,1st Owner,2179,5,2019,Tata
Figo Diesel LXI,250000,90000,Diesel,Manual,1st Owner,1498,5,2013,Ford
Wagon R LXI Minor,85000,80000,Petrol,Manual,1st Owner,1248,5,2008,Maruti
Alto 800 LXI,300000,25000,Petrol,Manual,2nd Owner,793,5,2019,Maruti
Corolla Executive (HE),190000,120000,Petrol,Manual,2nd Owner,1248,5,2008,Toyota
City V MT Diesel,1099000,25000,Diesel,Manual,1st Owner,1405,5,2021,Honda
